,Text,Likes,Retweets,Date-Time,Date
99,"Am excited for Swami's #AWS #reinvent keynote this AM (just an hr away at 8a PST). It's an interesting talk (with a lot of goodies for you, too). This is 1st time we've done #machinelearning as its own mainstage keynote. Enjoy!",237,41,2020-12-08 15:03:16+00:00,2020-12-08
100,"Really looking forward to hosting the incredibly talented @brandicarlile for a night of music &amp; conversation – join us Monday, Dec. 7 at 8pm PT at #AWS #reInvent https://t.co/kCuwhuWWkn https://t.co/x9GWi9npAr",199,32,2020-12-07 04:28:09+00:00,2020-12-07
101,very clever musical rendition of #aws #reinvent keynote-- nice! https://t.co/035OehtaAz,173,24,2020-12-06 02:23:38+00:00,2020-12-06
102,"Well-deserved recognition for a terrific leader. We have a lot of work to do, Angelina, but committed to working with you &amp; the entire Amazon Black Employee Network (BEN) to make meaningful change. https://t.co/xAYd6dRlEQ",359,39,2020-12-04 18:14:31+00:00,2020-12-04
103,Some good stuff planned in tomorrow morning’s @AWScloud #reInvent live Partner Keynote. I’ll be making a guest appearance as well. Join us - should be a good one to learn how #AWS is helping partners modernize in order to help their customers https://t.co/IYGktr8oR2,252,44,2020-12-03 00:58:04+00:00,2020-12-03
104,Love how big @boomaero is thinking and believe what they're doing is one of the more audacious initiatives I've seen in a while...excited to support the #innovative work they're doing w/ the next generation of supersonic #travel. #AWS #reInvent https://t.co/7xUUboNdgs,139,27,2020-12-02 19:00:44+00:00,2020-12-02
105,Excited about new partnership announced yesterday w/ @BlackBerry IVY...much easier for automakers to create personalized driver/passenger experiences &amp; improve operations of #cloud-connected vehicles w/ new BlackBerry QNX &amp; #AWS technology cc. @JohnChen https://t.co/jaPiikPQYV,311,72,2020-12-02 17:42:19+00:00,2020-12-02
106,"Fun to be with many of you today for the #AWS live keynote. Love being able to share the hard work and innovation from the team. 27 launches in my keynote, 43 overall today. Action-packed first day of #reInvent. https://t.co/2cgKvVchY9",749,105,2020-12-02 01:00:28+00:00,2020-12-02
107,"New Mac instances (EC2 Mac instances) enable customers to build, test, &amp; run macOS workloads in the #AWS cloud for the 1st time -- extending the flexibility &amp; scalability of AWS to all @Apple #devs, w/ pay-as-you-go pricing. #reInvent https://t.co/cnFD7XRsQq",1231,276,2020-12-01 05:10:57+00:00,2020-12-01
108,Less than 24 hrs before my #AWS #reinvent keynote tomorrow morning...looking forward to being with many of you virtually (and live)... https://t.co/pR6VGYwgwF,1704,106,2020-12-01 00:24:34+00:00,2020-12-01
109,Proud to support two #tech-forward international #ecommerce powerhouses in @Mercadolibre @ZalandoTech #retail #AWS #reInvent https://t.co/LQzxUbNHn7,219,47,2020-11-25 05:29:17+00:00,2020-11-25
110,"Customers really getting value and leveraging our #AWS Inferentia #machinelearning processors, which deliver 25% lower end-to-end latency &amp; a 30% reduction in costs for inference over the leading GPU-based models https://t.co/ysWfS5A28D",147,44,2020-11-20 22:06:20+00:00,2020-11-20
111,"People quickly flocking to #AWS Network Firewall, a new high-availability managed #security service letting customers enable network protections across their AWS workloads w/ just a few clicks and without needing to maintain underlying infrastructure https://t.co/pithW3hON5",382,83,2020-11-18 21:32:44+00:00,2020-11-18
112,Super cool and innovative work going on w/ @Carrier to develop &amp; prepare to globally distribute the #COVID19 vaccine. Carrier’s Lynx platform will use #AWS #IoT #machinelearning #analytics to improve transport of temp-controlled goods like vaccines. https://t.co/r4OM8grb8b,434,118,2020-11-16 01:42:51+00:00,2020-11-16
113,"Since we launched EC2 Inf1 instances powered by #AWS Inferentia, customers like @Snapchat, @CondeNast, &amp; @AnthemBCBS have used Inf1 for #ML inference at lower cost. Now #Alexa runs the majority of its inference workloads on Inf1, as well. https://t.co/YiyEXD776T",315,57,2020-11-14 02:46:45+00:00,2020-11-14
114,Excited to support leading international #banking institution @StanChart - this time deepening our relationship to deliver new digital services for their customers w/ enhanced #security &amp; #reliability. #AWS https://t.co/zkVryvmnJQ,93,23,2020-11-12 20:07:43+00:00,2020-11-12
115,"Excited to give customers #AWS Glue DataBrew, a new visual prep tool that enables data scientists/analysts to clean &amp; transform #data up to 80% faster than traditional approaches, without writing any code https://t.co/zLIC2vqd7n",314,62,2020-11-12 03:18:44+00:00,2020-11-12
116,@ThatEricAlper New Way Home by Foo Fighters,14,0,2020-11-12 03:18:14+00:00,2020-11-12
