,Text,Likes,Retweets,Date-Time,Date
108,"¡Bienvenido Grace Hopper a España! Our 16-fiber pair Grace Hopper subsea cable has landed in Bilbao, Spain and will help provide better access to Google services for people across Europe. https://t.co/f21NMibMr1",1344,158,2021-09-09 18:07:02+00:00,2021-09-09
109,"Today we’re announcing that by 2030 we’ll replenish 120% of the water we consume across all our data centers &amp; offices, in addition to running them on 24/7 carbon-free energy. We’re also investing to support water-scarce communities &amp; ecosystems. https://t.co/7bqNaHI2EO",4212,426,2021-09-09 13:07:29+00:00,2021-09-09
110,"To help with Afghanistan’s humanitarian crisis, we’re providing funding to orgs including @RESCUEorg, @VitalVoices, @UNRefugeeAgency &amp; @pressfreedom who are working to increase access to information and support refugees. https://t.co/jsYdKVYTcD",1679,200,2021-09-02 20:11:48+00:00,2021-09-02
111,"We're making more real-time COVID vaccine info for India easier to find in Search and Google Maps, now in 9 languages 
https://t.co/NCr9KMqRFF https://t.co/OcuJL1L09J",2722,314,2021-09-01 17:51:36+00:00,2021-09-01
112,"RT @ThomasOrTK: It’s been a pleasure working with @TomSiebel and his team, who share our vision about AI’s potential to solve business prob…",0,68,2021-09-01 15:51:17+00:00,2021-09-01
113,RT @chr1sa: Alligator snatches drone out of the air and it promptly catches fire in its mouth https://t.co/vDfidrrhsz,0,119,2021-09-01 02:52:57+00:00,2021-09-01
114,"The birth of @GoogleMaps and @GooglePay...Gangnam Style first to reach 2B(!) views on @YouTube...helping connect 2.5B people to opportunities online, and much much more...it’s been an amazing 20 years for Google in Asia Pacific. Excited for the next 20! 
https://t.co/ZytGr3allO",2191,210,2021-09-01 01:08:39+00:00,2021-09-01
115,"Glad to be part of Germany’s transition to a digital &amp; sustainable economy - today we’re investing €1B through 2030 in new and expanded @GoogleCloud infrastructure and a first-of-its-kind partnership to bring carbon-free energy to the German grid. 
https://t.co/QGSGOqPz5t",1625,215,2021-08-31 16:05:50+00:00,2021-08-31
116,"Glad to join @POTUS at the White House Cybersecurity Meeting today to discuss how to strengthen private-public cooperation. Google will provide tech training for 100,000 Americans and invest $10B to tackle this important issue that impacts us all. 
https://t.co/iKgi0q4VnQ",2292,291,2021-08-25 22:03:27+00:00,2021-08-25
117,"RT @rkyncl: Now through Sep 5th, you can livestream the Tokyo 2020 Paralympic Games from 13 different official Paralympic broadcasters glob…",0,37,2021-08-24 22:46:08+00:00,2021-08-24
